loaded_libraries,extraction_done,transformation_done,insertion_done,end_time
0.379663944244385,9.56555581092834,1.42052125930786,1.13971400260925,0.000993490219116211
0.380935430526733,9.90599918365479,1.42897272109985,1.00680375099182,0.00104188919067383
0.395302295684814,12.993034362793,2.07204961776733,1.61176633834839,0.000951051712036133
0.773740530014038,10.5190756320953,1.48233985900879,1.13330006599426,0.00104188919067383
0.388671875,9.50301766395569,1.47028136253357,1.49988651275635,0.00124979019165039
0.427114248275757,10.0144896507263,1.42639207839966,1.05535316467285,0.000944614410400391
1.75267672538757,10.0519733428955,1.45794558525085,1.10583114624023,0.00134086608886719
0.422070980072021,13.2918150424957,1.55396580696106,1.21561694145203,0.000921964645385742
0.40604567527771,13.4803977012634,1.54377150535583,1.24515581130981,0.00106406211853027
0.434597492218018,11.0962266921997,1.56494474411011,1.0714647769928,0.00101351737976074
0.402611970901489,10.8411781787872,1.55685377120972,1.08177399635315,0.00137042999267578
0.399976491928101,10.2494609355927,1.51119709014893,1.24241089820862,0.000989198684692383
0.395143270492554,9.24113392829895,1.45222234725952,1.8154890537262,0.00143623352050781
0.395238161087036,9.88775062561035,1.52622437477112,1.19531273841858,0.00110197067260742
0.401364088058472,10.6100292205811,1.61126804351807,1.31481194496155,0.000960350036621094
0.405973434448242,10.9366788864136,1.56545257568359,1.30892562866211,0.000982761383056641
0.402360677719116,11.110481262207,1.5757532119751,1.11431670188904,0.00141406059265137
0.406959533691406,10.0549564361572,1.52297949790955,1.02438306808472,0.000994443893432617
0.403299570083618,9.80574297904968,1.48604655265808,1.24336504936218,0.00101447105407715
0.440484046936035,10.6034784317017,1.54556965827942,1.09041810035706,0.00115299224853516
0.40083909034729,9.78184056282043,1.47213268280029,1.24589610099792,0.000920295715332031
0.39989972114563,10.2548925876617,1.4872932434082,1.20003199577332,0.00116682052612305
0.417636394500732,10.9574608802795,1.54341578483582,1.31756544113159,0.00147390365600586
0.402427196502686,10.1695506572723,1.5733380317688,1.22726559638977,0.00238204002380371
