loaded_libraries,extraction_done,transformation_done,insertion_done,end_time
0.322799682617188,18.6769704818726,1.04006409645081,7.47524690628052,0.000285148620605469
0.322171926498413,18.4933571815491,1.05190300941467,7.22724747657776,0.00029301643371582
0.337245225906372,20.8488900661469,1.12775158882141,7.56147789955139,0.000306606292724609
0.657572984695435,19.262433052063,1.1227810382843,7.48100209236145,0.000285148620605469
0.336059093475342,19.2890913486481,1.09028100967407,8.28321719169617,0.000435829162597656
0.368773698806763,19.1090993881226,1.04478645324707,12.0279848575592,0.000290632247924805
0.900508403778076,20.0577142238617,1.07721781730652,7.48826241493225,0.000290870666503906
0.35309624671936,21.0471143722534,1.12612175941467,7.66237020492554,0.000535488128662109
0.340900421142578,20.2772903442383,1.07746863365173,8.30765914916992,0.000414371490478516
0.394635915756226,19.8601541519165,1.08629441261292,7.47442698478699,0.000292778015136719
0.343363285064697,20.0487995147705,1.10279893875122,7.89153647422791,0.000292778015136719
0.336079120635986,19.5337598323822,1.10166525840759,7.68456673622131,0.000319242477416992
0.337863683700562,19.1143741607666,1.09598207473755,8.04320693016052,0.000303506851196289
0.348045587539673,19.2803928852081,1.08356690406799,8.07157373428345,0.000308752059936523
0.343248605728149,19.9731340408325,1.06141519546509,8.71694087982178,0.000310182571411133
0.347975492477417,19.6718292236328,1.11118602752686,7.65180158615112,0.000283718109130859
0.33651065826416,19.7861139774323,1.07483673095703,9.09153771400452,0.000402927398681641
0.341916799545288,19.4427134990692,1.08522987365723,7.46379280090332,0.000290632247924805
0.335114717483521,19.060028553009,1.08444571495056,8.02783989906311,0.000305652618408203
0.351268291473389,19.9512612819672,1.08136653900146,7.18884682655334,0.000316619873046875
0.340628147125244,19.5017561912537,1.11514496803284,8.62683606147766,0.000360965728759766
0.333869218826294,18.8438212871552,1.07769060134888,7.63623929023743,0.000291109085083008
0.359422445297241,19.6069180965424,1.10321998596191,7.68567562103271,0.000360250473022461
0.390126466751099,19.6560635566711,1.16774773597717,11.4059348106384,0.000317573547363281
